20	151	3	879668555
374	82	4	880394484
72	866	4	880035887
184	729	3	889909840
505	742	4	889334162
896	686	3	887159146
864	12	5	888886984
59	125	3	888203658
239	482	3	889180978
774	418	2	888558019
1	180	3	875072573
308	1411	4	887741150
200	483	5	884128426
189	59	3	893265191
671	511	3	884035406
85	449	4	882813248
391	286	4	877398517
477	709	5	875941763
297	529	3	875238778
429	81	3	882385243
286	1182	2	877535288
326	241	3	879875778
385	79	3	879441853
418	344	1	891282521
205	313	3	888284313
508	228	5	883777430
864	93	3	888889948
1	80	4	876893008
357	125	5	878951784
345	218	3	884992218
447	227	2	878856233
716	293	4	879793258
639	98	4	891240643
639	215	1	891239271
291	293	5	874833668
383	316	5	891192472
43	301	5	875975135
840	196	4	891205070
457	45	5	882397133
474	789	4	887927152
519	330	5	884545961
20	50	3	879667937
548	235	3	891415746
758	353	4	886743253
699	220	2	885775430
541	755	5	883874716
472	323	4	892790117
833	302	3	884828670
328	911	3	893195879
479	177	4	889125665
795	118	2	883254314
760	819	1	875666064
840	134	3	891204160
295	946	2	879517994
426	432	3	879444192
645	746	4	892054683
286	208	4	877531942
480	174	5	891208356
561	1210	1	885810813
222	542	2	878183837
758	482	5	881975922
627	402	3	879530866
629	275	5	880117565
741	403	5	891456083
164	751	4	889401263
420	753	5	891356864
291	147	4	874805768
2	287	3	888551235
833	401	2	875135113
237	180	4	879376730
378	1048	2	880333851
672	220	2	879787729
387	984	1	886484460
401	490	3	891033250
297	724	3	875238883
733	302	4	879535011
194	383	1	879554842
417	286	5	879646286
666	237	3	880313391
275	451	3	880315170
94	1199	3	891724798
303	17	4	879466830
943	1028	2	875502096
188	148	4	875074667
686	56	5	879546147
916	461	4	880844087
796	553	4	893047208
90	45	3	891385039
137	1	3	881433048
940	100	3	885921471
788	429	3	880868919
806	50	5	882385200
405	416	2	885548932
843	443	4	879443297
348	147	5	886523361
42	229	4	881108684
267	147	3	878970681
151	716	2	879528778
567	647	5	882425998
160	187	5	876770168
56	222	5	892679439
872	405	4	888479151
620	706	3	889987706
476	63	3	883365274
314	196	3	877888212
504	973	4	887911444
435	25	5	884132434
551	73	2	892784130
934	389	3	891195811
297	114	5	875239569
588	231	4	890028987
938	1016	3	891356799
405	186	5	885547176
332	354	5	888189331
761	222	4	876190025
371	443	4	880435576
264	217	3	886122446
385	55	2	879441728
268	294	3	876513675
802	53	4	875985840
380	684	3	885478886
766	318	5	891309522
206	1175	1	888180049
314	257	5	877886413
303	577	3	879544340
641	514	4	879370062
100	271	3	891375260
194	30	3	879524504
76	324	4	875027206
551	979	4	892784479
51	134	2	883498844
126	690	3	887853735
712	768	5	874956560
276	943	4	883822485
606	531	5	880924188
394	176	5	881130008
342	1167	1	875319854
592	8	5	882955582
147	898	5	885593965
762	815	1	878719406
207	171	3	880839802
673	307	3	888787355
197	748	3	891409323
495	472	5	888635144
36	878	5	882157581
313	739	3	891031747
645	194	4	892053644
342	42	3	875319659
457	769	2	882551740
619	597	4	885953850
406	92	4	882480836
593	318	5	875671413
197	321	3	891409475
922	715	3	891452354
712	191	3	874730396
815	174	4	878693424
160	293	5	876767572
257	307	4	879029581
84	111	4	883453108
484	318	5	891194932
201	750	3	884110598
643	219	5	891449614
643	181	3	891445476
533	845	4	882902989
254	1183	4	887347350
210	134	5	887736070
325	517	4	891478219
542	192	5	886533421
911	228	4	892841220
916	150	4	880843318
894	322	3	879896267
478	188	4	889396582
445	289	1	891199510
682	553	3	888517627
518	458	3	876823266
383	513	5	891193016
747	367	3	888733070
144	727	3	888105765
452	8	4	875266060
405	1220	3	885546202
618	151	3	891309514
627	83	3	879530071
37	827	3	880915607
939	106	3	880262019
200	1091	4	884129814
851	147	4	874728461
442	184	2	883390083
82	1059	1	884714456
197	808	3	891409893
747	507	3	888639890
262	22	4	879792452
648	809	3	884883323
738	747	4	875351603
727	88	5	883711394
225	1443	4	879540778
268	178	4	876518557
883	50	4	891696824
174	13	3	891551777
892	436	3	886610201
664	182	4	876524641
92	173	3	875656535
336	619	3	877759833
125	411	3	892839091
2	111	4	888551853
85	606	4	886282959
115	479	5	881171825
59	51	5	888206095
484	399	4	891195565
907	821	5	880160008
706	245	3	880996945
393	715	1	889731592
90	357	5	891385132
601	290	3	876350501
293	1311	3	888907603
629	210	5	880117689
198	50	5	884204919
361	684	4	879441215
119	1034	3	874775980
870	288	4	875050370
785	56	4	879438920
738	210	5	892844112
314	423	4	877888060
940	272	4	884801316
829	70	4	881699060
593	51	3	875671982
99	204	4	885679952
343	778	5	876406391
474	485	4	887926804
901	866	3	877126963
545	578	4	884134936
508	269	4	883766931
613	530	5	891227262
393	89	3	887745973
60	660	4	883327243
393	273	3	889727768
296	127	5	884196489
851	1132	3	875730757
82	9	4	876311146
559	511	2	891034347
409	162	4	881109264
379	517	4	888044628
498	1083	3	881961932
325	474	5	891478392
354	1511	4	891216575
105	268	4	889214268
716	570	3	879797286
298	237	5	884126240
374	181	3	880392846
344	215	3	884900818
640	750	5	886353742
99	978	3	885679382
916	1208	2	880845249
346	53	1	875263501
130	1	5	874953595
62	78	2	879376612
474	1421	4	887928562
69	181	5	882072778
587	323	4	892871284
634	284	4	875729668
804	480	5	879442057
485	321	3	891041275
145	680	3	875269871
452	50	5	875264825
773	1188	2	888539842
201	173	3	884111360
763	658	3	878915600
663	956	4	889493732
699	300	3	893140897
916	250	4	880843361
144	713	4	888104322
930	651	3	879535574
313	199	4	891013938
503	286	3	879438191
682	1011	4	888517986
472	401	4	875982727
30	435	5	885941156
328	566	5	885047374
577	161	5	880475561
674	117	5	887762861
160	763	4	876768025
290	465	3	880474799
373	553	4	877100267
736	255	1	878709025
479	111	4	879460323
229	875	1	891632402
731	694	5	886184421
592	845	4	882608573
504	1093	1	887841073
7	156	5	891351653
861	286	4	881274504
405	1470	2	885549045
145	559	2	877343156
815	191	5	878693183
545	188	2	879899233
233	506	5	877663337
585	1623	4	891283921
727	378	3	883712603
387	674	2	886481686
385	500	4	879443352
405	1253	1	885548671
932	459	4	891250944
872	323	2	888480019
436	715	4	887770668
44	633	3	878347633
595	1009	4	886921584
262	650	4	879792604
144	778	4	888106044
94	658	3	891722533
904	216	4	879735461
170	876	3	886190449
90	57	5	891385389
913	144	5	880946236
496	1139	2	876073882
290	596	4	880474141
930	255	3	879534667
286	413	3	877531226
538	568	3	877107491
868	1037	1	877113481
125	41	2	892838510
615	26	4	879448233
393	879	3	887742798
618	673	3	891309139
682	625	3	888523155
70	225	3	884148916
280	58	4	891700514
447	181	5	878854520
361	430	5	879440475
306	741	1	876504286
655	632	3	887523224
339	174	4	891032320
295	794	4	879518978
664	176	4	876526462
450	845	4	882373385
826	226	4	885690677
125	801	3	892838424
442	129	4	883391146
58	255	4	890321652
483	612	3	878953751
49	172	1	888067691
18	181	3	880131631
758	864	4	882053726
92	748	3	892655791
244	222	2	880604379
250	628	4	878090114
417	231	4	879648798
880	928	2	880167435
327	546	2	887820448
613	303	4	891227111
599	845	5	880951974
712	141	3	874730320
56	186	3	892676933
7	681	1	891350594
524	604	4	884637501
279	40	4	875306910
523	638	4	883701065
345	118	3	884991520
878	258	3	880865562
145	203	5	875271948
786	501	4	882843534
622	62	4	882592850
776	514	5	891628916
748	199	4	879455454
846	552	4	883950634
676	22	5	892686606
918	161	1	891988824
442	195	4	883390328
291	1273	2	875087634
569	225	3	879794408
222	432	3	881059142
268	928	1	875745536
881	182	3	876538571
234	213	3	892079190
270	475	5	876954122
361	794	3	879441033
253	79	5	891628518
514	154	4	875462689
382	481	5	875947078
796	1285	4	893188622
138	182	4	879023948
328	327	3	885044566
337	106	2	875184682
13	845	3	882141503
8	144	5	879362286
303	1230	1	879485447
102	66	3	892992129
896	720	1	887235026
458	199	4	886396140
498	192	5	881957546
800	405	4	887646705
868	240	5	877107373
918	1200	4	891988276
194	205	3	879524291
898	315	5	888294375
653	127	5	878853780
299	298	4	877878227
514	100	4	875318163
844	405	2	877382189
148	164	4	877398444
234	147	3	892335372
115	100	5	881171982
407	493	3	875552496
145	546	3	875271047
540	742	4	882157584
639	584	2	891239790
663	411	3	889492877
158	111	4	880134261
386	515	5	877654961
653	1140	1	880153841
653	154	3	878867137
727	217	3	883712913
716	602	5	879795691
773	90	4	888539643
605	301	3	879365237
263	1451	4	891299949
840	216	4	891205123
380	265	3	885481179
313	525	5	891013525
425	96	4	878738335
7	673	3	891353744
882	199	5	879867508
416	118	2	876697479
716	823	3	879794428
13	432	4	882398654
16	180	5	877726790
64	62	2	889740654
193	2	3	890860198
506	550	4	885135881
664	642	4	876526554
268	50	5	875309719
851	840	3	875731105
645	208	5	892054797
416	143	5	893213918
96	514	4	884402977
178	342	4	892239863
854	153	4	882813990
90	1199	5	891385652
488	258	4	891293606
70	168	4	884065423
435	476	3	884133872
790	153	3	885155077
601	864	1	876347320
180	121	5	877127830
897	66	3	879990973
286	537	4	889651402
130	200	5	875217392
328	879	3	885044566
843	515	3	879444801
327	4	4	887819161
59	58	4	888204389
151	469	1	879528852
548	477	1	891415786
763	588	4	878918213
484	684	5	891195390
650	692	3	891384226
500	10	3	883865391
749	204	4	878847576
135	431	2	879857868
533	740	4	879192815
429	531	5	882385729
455	382	3	879112239
389	185	5	879991434
835	23	4	891035310
546	50	5	885140368
314	67	4	877891386
392	705	5	891038433
543	519	4	875662979
76	150	5	875028880
222	521	5	878184866
347	416	3	881654715
870	704	3	879714532
237	64	5	879376671
790	738	3	885158396
160	564	3	876861799
298	465	4	884182806
13	790	2	882141841
348	975	4	886523813
342	95	4	875320297
43	97	5	883955293
630	193	3	885667939
56	25	4	892911166
514	257	4	880209981
665	9	4	884290608
458	48	4	886396192
436	278	2	887771924
321	1050	3	879441336
450	117	4	882397373
682	684	3	888520705
916	174	5	880844569
154	484	4	879139096
174	1230	1	886515210
308	515	3	887737536
59	173	5	888205144
173	938	3	877557076
91	323	2	891438397
290	252	3	880732575
394	386	3	881058897
846	60	4	883948606
782	354	2	891497698
217	33	4	889069878
394	313	5	883304657
272	772	2	879455220
313	69	5	891016193
298	526	5	884182573
128	451	4	879967879
894	462	4	882404278
7	101	5	891350966
314	794	4	877888952
13	606	4	882140130
642	95	5	886131547
227	25	4	879035535
541	1	4	883874645
894	323	2	879896268
500	742	3	883865290
695	312	3	888806193
59	567	4	888206562
307	185	3	877118565
286	379	5	877533771
899	658	2	884121911
537	338	1	886029239
559	238	1	891035674
943	76	4	888639523
202	242	3	879726342
49	692	1	888069040
628	301	4	880777046
716	173	4	879797328
931	283	4	891036604
925	185	4	884717963
717	126	5	884642580
158	173	5	880134913
201	1224	2	884140891
451	1295	2	879012811
764	218	4	876245837
923	815	4	880387792
863	1024	3	889289619
490	237	1	875427993
303	87	3	879466421
643	262	3	892502480
445	7	1	891200078
189	532	4	893264150
757	969	3	888468741
868	151	5	877104879
201	642	4	884111485
694	489	4	875727640
524	241	5	884635205
642	395	5	885604187
303	91	5	879483480
136	318	5	882848820
851	310	5	891961663
593	140	4	875671226
20	274	4	879668248
503	615	5	880472061
916	382	4	880844674
927	393	5	879193732
181	871	2	878963168
642	138	4	886570173
470	295	3	879178455
776	91	4	891628752
184	92	3	889908657
372	79	5	876869667
234	503	2	892333653
125	158	4	892839066
795	238	3	881266197
896	760	2	887235788
49	312	3	888065786
189	276	3	893264300
665	65	4	884293523
92	709	2	875654590
655	111	2	887523664
447	133	4	878856052
308	603	5	887736743
43	408	5	875975492
729	338	1	893286373
508	216	5	883768886
378	234	4	880045652
696	315	5	886403578
442	231	3	883390609
601	225	1	876347462
194	588	4	879524393
786	99	4	882843112
232	96	5	888549563
201	36	1	884140927
715	1045	2	875965171
312	199	5	891698516
553	205	4	879948869
521	1	2	884475825
288	276	4	886892127
298	357	5	884181969
222	99	3	878182059
280	126	3	891700643
137	96	5	881433654
363	1052	3	891500134
916	236	4	880843482
92	755	3	875656055
543	715	3	877550534
200	1073	3	884129542
708	934	4	892719172
647	70	3	876776321
343	496	5	876404426
405	947	1	885548048
504	693	4	887832741
279	234	2	875654542
807	484	4	892530966
56	172	5	892737191
507	691	5	889964162
144	326	4	888103530
716	193	5	879796596
487	385	4	883530454
749	99	5	878847804
870	528	4	875050801
637	246	2	882903447
269	436	3	891450675
293	158	2	888907603
299	24	3	877877732
303	364	2	879544153
95	739	3	880572689
168	273	4	884287509
119	459	4	887038711
608	132	2	880403899
881	227	4	876538953
168	284	2	884288112
95	52	4	879198800
493	121	5	884131690
493	79	5	884131287
43	566	3	883955969
207	273	4	878104569
279	746	5	875310233
453	79	3	888207161
312	486	5	891699655
79	676	3	891271957
393	108	2	887744658
630	181	3	885666650
622	70	3	882670562
279	29	2	879573041
305	7	4	886323937
828	340	5	891033756
230	1050	3	880485136
896	1221	2	887159261
790	25	2	884461925
389	88	3	880613773
125	70	3	892838287
263	495	5	891298977
541	118	4	883871670
451	304	3	879012684
387	410	3	886480789
541	8	5	883874645
843	228	4	879443763
405	207	1	885549543
256	819	4	882151052
936	455	3	886833148
271	663	4	885849052
279	1	3	875295812
601	482	4	876350142
21	567	2	874951858
648	218	3	884883424
374	692	5	882158641
592	1022	5	885280183
889	161	4	880180897
276	1210	2	877934988
40	300	3	889041523
932	1411	4	891251647
25	474	4	885852008
908	55	3	879722334
179	1234	1	892151459
721	632	4	877147675
322	655	5	887313946
499	742	4	885599334
92	518	5	875653579
267	189	4	878971874
308	257	4	887741526
831	22	5	891354573
751	487	5	889134705
342	558	5	874984341
726	355	3	889829235
560	181	4	879975661
548	17	3	891044596
748	183	4	879454584
392	344	4	891037490
774	208	2	888555897
640	354	4	888262331
715	588	4	875963353
203	283	5	880434359
766	202	3	891310281
222	271	4	881057647
899	566	3	884122535
62	180	4	879373984
842	340	5	891218192
823	91	3	878439365
803	259	2	880054971
97	429	4	884238860
342	188	3	875318936
83	832	3	883868300
268	194	4	875310352
535	50	5	879618091
524	515	4	884637409
875	174	5	876465025
313	441	3	891029964
653	151	3	878866475
174	696	4	886434087
72	45	5	880037853
552	225	3	879221876
42	953	2	881108815
752	271	5	891208452
13	756	2	886302858
505	724	4	889333861
22	89	5	878887680
504	310	4	887831273
655	1248	3	887473879
38	424	3	892432624
591	13	4	891039637
758	129	4	881975962
586	468	3	884066087
130	625	5	875801750
727	538	3	883708066
370	98	4	879434937
727	100	2	883708830
711	88	5	886030557
894	287	4	880993766
378	186	3	880055186
389	531	4	880086918
426	289	2	879441754
332	323	5	888098276
58	692	2	884305123
650	132	4	891372365
648	47	2	884881807
455	550	4	879112700
870	479	5	875050801
654	265	5	887864330
214	69	2	891544445
711	1074	3	879995754
151	484	4	879524563
748	258	5	879454081
406	427	4	879445897
72	405	3	880036346
370	209	5	879435461
870	42	2	879270213
464	248	5	878354998
460	1137	3	882912235
805	135	4	881698095
655	1007	3	891585504
427	268	5	879701253
503	561	5	879454977
215	357	4	891435573
751	756	2	889299249
880	110	3	880175128
666	179	5	880139323
234	980	2	891227851
299	484	4	877881169
630	172	3	885667918
450	663	4	882373019
870	710	3	875680212
48	1063	3	879434654
922	183	3	891450401
381	196	5	892697083
343	180	5	876404613
299	634	2	877880852
498	181	2	881955014
784	271	3	891387623
43	931	1	884029742
601	195	3	876348611
159	25	5	880557112
907	144	5	880159937
682	527	3	888517168
551	739	4	892784710
429	123	4	882386448
504	240	1	887832012
152	155	5	884018390
201	649	3	884114275
350	176	4	882347653
716	489	4	879795496
267	742	3	878970621
796	43	4	893188486
95	179	3	880570909
870	77	3	879714103
417	118	4	879646548
303	773	4	879466891
313	498	5	891015144
303	99	4	879467514
207	515	5	878191679
331	59	5	877196383
653	300	4	889151716
877	531	5	882677128
405	944	3	885547447
144	64	5	888105140
363	69	3	891494865
244	151	5	880604326
92	595	3	886443534
116	511	4	876453519
582	763	2	882961804
823	90	4	878438552
860	712	3	885991316
655	162	3	888474165
162	628	4	877635897
927	1093	4	879177243
405	1474	1	885547645
595	1010	4	886922069
401	70	4	891033625
458	529	3	886398120
573	211	5	885843964
178	76	3	882827288
749	168	5	878847765
297	32	4	875239267
83	69	4	887665549
253	234	4	891628252
883	226	3	892557605
123	321	4	879809220
641	528	4	879370150
622	252	1	882591582
288	127	5	886374451
655	193	3	887427307
328	519	5	885046420
474	56	5	887924083
757	470	3	888467016
301	756	4	882074932
883	385	1	891696999
545	450	2	883115718
667	196	5	891034993
551	1051	4	892784593
435	953	3	884132968
297	338	2	881707832
474	211	5	887925751
828	322	3	891034515
454	479	4	881959991
269	632	4	891447931
489	1612	5	891446623
897	423	5	879994113
553	515	5	879948386
537	610	4	886031912
788	1107	3	880870773
830	211	4	891898720
791	754	4	879448086
786	385	4	882844294
360	181	4	880355353
87	568	5	879875818
213	8	3	878955564
875	651	5	876466687
806	111	3	882385237
321	116	3	879439595
436	99	3	887770344
543	324	3	890723992
774	193	5	888556746
871	1022	3	888192689
593	117	4	875659497
308	663	5	887738469
889	1195	3	880182317
129	903	2	883245311
880	992	4	892959014
527	528	3	879456104
425	230	4	878738644
452	495	4	875560508
845	306	2	885409374
332	89	5	888098060
851	27	4	875806765
262	71	4	879794951
343	179	5	876405633
405	670	1	885548384
59	1	2	888203053
19	325	4	885412251
311	528	4	884364724
104	310	2	888442275
730	258	5	880309940
749	841	3	878850768
211	181	1	879461498
136	127	5	882693404
621	128	4	880740034
653	177	3	880150702
851	111	3	874767408
236	98	5	890116253
301	33	4	882078228
72	210	4	880037242
864	629	3	888888282
804	290	4	879443795
188	259	3	875071443
5	135	4	875637536
445	298	2	891199906
119	562	4	886177206
222	413	3	881061213
27	475	2	891542942
329	147	3	891656072
916	64	5	880843996
246	441	3	884922538
268	324	4	876513708
298	418	4	884183406
130	410	5	875802105
6	169	4	883600943
778	79	3	890725776
56	423	5	892737191
94	164	3	891721528
698	505	2	886367750
541	274	4	883866093
922	175	3	891451240
538	121	3	877110209
913	92	4	881725846
755	310	4	882569604
468	1	5	875280395
782	340	3	891497963
694	141	5	875727399
920	286	2	884219953
378	951	3	880056547
28	332	2	881954915
311	161	4	884365579
85	23	4	879454272
194	762	3	879539305
669	531	3	892550310
188	174	5	875072741
590	116	5	879439196
286	746	4	877533058
846	1178	2	883950524
15	322	3	879455262
626	332	3	878771355
548	50	5	891044304
524	230	3	884636907
896	692	4	887159173
301	154	4	882076425
95	402	3	880571389
221	246	5	875244457
13	263	5	881515647
152	871	3	884018842
52	333	4	882922038
848	527	3	887038280
889	95	4	880178342
82	168	5	878769748
788	483	5	880867933
70	538	2	884066399
92	1046	3	875812841
217	636	2	889069878
58	514	5	884305321
314	1291	1	877892519
758	388	3	882055289
450	286	4	882215617
332	294	5	887916324
710	496	4	882063793
417	1215	2	879646712
193	476	2	889127698
449	1372	4	880410834
666	603	4	880567943
747	1497	4	888732538
334	193	4	891547334
707	719	3	886288189
795	395	2	883255008
722	546	3	891280866
393	731	3	889730227
484	257	5	882079956
340	95	5	884991083
269	56	5	891455815
178	226	4	882826187
236	273	1	890116670
14	919	4	876964725
18	952	2	880130582
106	216	5	881452998
429	468	3	882384896
81	288	3	876533229
889	211	4	880180765
416	346	4	886314592
346	727	1	874947794
119	193	4	874781872
694	648	5	875728639
14	792	5	879119651
450	1184	1	882397049
664	100	5	876523833
299	655	3	889502979
660	434	3	891200430
507	1016	5	889966088
840	303	5	891202889
31	303	3	881547719
83	35	1	886534501
500	421	4	883875303
450	71	3	882377358
6	474	5	883601277
807	235	1	892530173
324	327	4	880575002
346	541	3	874951104
293	497	4	888906217
236	170	5	890116451
458	1067	5	886395311
137	385	5	881433719
320	121	5	884748733
450	566	4	882373928
655	869	2	889282952
236	191	4	890116335
218	410	3	881288574
311	755	4	884366035
216	50	4	880232637
405	957	1	885549464
374	162	2	880396511
889	411	2	880177541
921	173	5	884673780
806	162	3	882388557
474	921	3	887926271
621	881	2	883798770
804	168	5	879442377
554	79	5	876550491
137	121	5	881432881
201	482	4	884111360
405	653	1	885548579
711	387	4	879994777
711	133	5	879992739
871	1072	3	888193541
588	815	4	890024829
363	1007	5	891499355
382	511	4	875946730
16	152	4	877728417
407	173	5	875043948
805	117	3	881694798
943	67	4	888640143
702	895	1	885767534
270	509	3	876954965
219	855	5	889452619
934	411	3	891190377
353	327	2	891402443
632	432	3	879456910
95	173	5	879198547
23	156	3	877817091
796	356	4	893194646
560	1163	3	879976988
773	37	3	888540352
303	97	5	879468459
268	1413	2	875744388
363	1014	1	891499760
388	773	3	886441083
560	928	3	879977062
673	750	5	888786969
269	806	3	891448019
286	111	5	876521858
437	229	3	880142942
92	925	3	875640214
417	293	4	879646123
407	195	4	875119886
561	732	3	885809958
94	83	4	885873653
90	1204	4	891384959
189	505	5	893265239
863	313	5	889288910
79	10	5	891271901
847	419	3	878941027
109	508	4	880571629
112	328	4	884992566
168	988	2	884287145
591	66	2	891031526
885	143	4	885716344
12	82	4	879959610
296	950	4	884196741
280	780	4	891701897
316	180	4	880853654
347	460	3	881652888
95	239	3	879198262
748	699	3	879455454
495	616	4	888635050
455	252	3	879110818
249	357	4	879572142
303	508	4	879467260
393	554	4	889729486
416	353	2	886314834
749	430	4	878847926
318	385	4	884496398
114	183	5	881260545
158	230	2	880134445
312	276	4	891699010
354	255	2	891216788
643	69	3	891447430
858	331	3	880932343
22	636	3	878888106
833	128	3	875123536
497	258	4	878759351
313	230	3	891015049
355	271	3	879486422
450	1112	3	882396352
454	87	4	881960296
77	405	3	884733422
896	343	1	887235690
486	108	4	879874810
718	879	2	883348355
882	476	3	879863735
255	335	4	883215630
474	52	4	887925751
145	260	4	875269871
83	106	4	887665549
399	471	3	882340719
334	1172	3	891545852
715	743	2	875962806
924	1478	4	886759691
833	89	5	875124495
328	620	3	885048861
620	125	2	889987255
659	647	3	891384823
488	50	4	891293974
106	25	4	881451016
715	98	5	875963792
144	282	4	888104123
823	193	5	878439113
119	100	5	874774575
128	602	4	879967478
57	245	4	883696709
506	503	4	874874396
14	509	5	890881521
831	150	3	891354815
474	187	5	887923708
92	820	1	875644796
10	50	5	877888545
416	230	4	886316797
30	319	4	875060217
301	357	5	882075994
702	751	4	885767576
429	85	4	882387234
764	820	3	876243953
225	1203	5	879540778
296	274	4	884196741
12	591	5	879959212
774	399	2	888556169
648	187	3	884882664
435	720	2	884133818
745	427	4	880123361
303	38	1	879484981
406	234	4	879792863
500	514	5	883873941
927	395	3	879193732
106	684	4	881452763
282	294	4	879949525
930	535	4	879535392
648	449	3	884882987
7	62	3	891354499
631	334	2	888464941
70	429	3	884150369
178	354	4	892239771
894	1315	3	879896985
60	515	5	883326784
897	50	5	879994113
276	307	4	878015917
627	1135	3	879530625
393	1244	3	887745380
682	9	3	888517168
160	150	4	876767440
216	789	5	880233957
738	257	3	875348912
400	286	4	885676230
437	204	5	880141528
757	31	4	888445570
479	249	2	879460236
716	202	4	879794935
455	144	3	879110436
429	233	3	882385593
399	43	3	882348664
851	1314	1	890862741
374	66	3	880394571
15	925	2	879455764
892	380	4	886609180
749	541	3	878850825
345	87	5	884991984
501	237	4	883348011
535	56	3	879617613
222	338	1	881058145
533	53	1	879191621
450	501	4	882371416
815	71	5	878694341
639	740	4	891239324
885	216	3	885715221
685	333	1	879451147
321	633	5	879440109
505	748	1	888631208
882	378	5	879868198
62	1128	2	879372831
901	56	1	877130999
89	405	3	879441586
463	25	3	877385664
276	31	4	874795704
881	739	4	876539091
450	904	5	889568507
312	638	5	891698580
560	1265	3	879975194
703	410	4	875243028
200	609	3	884129457
1	233	2	878542552
234	705	5	892318002
320	123	4	884748750
823	140	3	878438332
377	682	3	891296448
422	561	3	879744143
465	705	4	883531444
719	88	3	888454637
835	735	5	891033349
585	1344	3	891282573
711	955	1	879992739
932	498	5	891250363
620	100	1	889987073
407	28	4	875042826
633	581	3	877212085
882	86	5	879867568
87	796	4	879877280
269	108	5	891457067
450	82	3	887834953
870	475	5	875051100
437	721	2	880141335
383	272	3	891192158
64	531	3	889740718
692	328	4	876953340
442	554	2	883390641
601	1615	4	876348107
479	248	4	879460192
223	926	4	891549792
387	152	1	886479690
328	56	4	885045993
95	181	4	879193353
698	127	4	886366101
655	64	4	887426931
42	58	5	881108040
882	423	5	879878486
666	92	3	880139493
870	211	3	879539713
291	1215	1	874834184
109	159	4	880578121
102	175	4	892991117
716	142	3	879797555
292	285	4	881103896
148	588	4	877399018
796	831	2	893049303
618	477	2	891308791
537	194	3	886030891
815	114	5	878695019
934	303	4	891188441
279	1228	4	890779991
222	591	4	878181869
711	277	5	879991476
840	118	3	891204056
328	203	5	885045931
6	100	5	883599176
215	380	3	891436470
599	872	2	880951046
642	148	5	885604163
385	489	5	884631784
428	268	4	885943818
721	237	3	877145312
874	20	3	888632615
303	685	1	879485089
23	549	3	874788290
417	421	4	879647561
747	842	5	888640916
450	222	3	882395778
892	54	3	886609828
130	379	4	875801662
682	780	3	888522217
796	546	4	893048505
14	530	5	890881433
393	310	4	887742040
771	694	3	880659894
505	190	4	889333598
591	655	4	891031469
442	121	2	883390544
486	408	3	879874481
160	234	5	876861185
374	11	4	880395202
174	332	5	886432901
389	383	2	881384649
437	419	5	880141961
330	823	3	876544872
862	173	5	879304484
256	1057	2	882163805
864	433	3	888887703
856	289	1	891489525
711	732	4	879994495
48	357	5	879434653
327	875	4	887743600
244	77	4	880603512
648	864	3	882211418
450	388	3	882471604
884	9	5	876858820
676	687	1	892685803
447	815	3	878854658
308	162	4	887739095
5	428	5	875636588
158	684	3	880134332
916	226	3	880845177
775	348	3	891032804
823	478	4	878439113
910	245	2	881420474
882	1060	3	879862652
601	82	1	876351298
846	142	3	883950053
508	191	5	883767383
64	234	4	889737800
494	107	4	879541405
